language,article,date,views
en,influenza,2010-05-28,1960
en,influenza,2010-05-29,1871
en,influenza,2010-05-30,1849
en,influenza,2010-05-31,2365
en,influenza,2010-06-01,2660
en,influenza,2010-06-02,2764
en,influenza,2010-06-03,2636
en,influenza,2010-06-04,2286
en,influenza,2010-06-05,1787
en,influenza,2010-06-06,2023
en,influenza,2010-06-07,2528
en,influenza,2010-06-08,2488
en,influenza,2010-06-09,2336
en,influenza,2010-06-10,2352
en,influenza,2010-06-11,1227
en,influenza,2010-06-12,362
en,influenza,2010-06-13,274
en,influenza,2010-06-14,487
en,influenza,2010-06-15,946
en,influenza,2010-06-16,1689
en,influenza,2010-06-17,2060
en,influenza,2010-06-18,1992
en,influenza,2010-06-19,1638
en,influenza,2010-06-20,1679
en,influenza,2010-06-21,2412
en,influenza,2010-06-22,2242
en,influenza,2010-06-23,2122
en,influenza,2010-06-24,1765
en,influenza,2010-06-25,1580
en,influenza,2010-06-26,1376
en,influenza,2010-06-27,633
en,influenza,2010-06-28,1181
en,influenza,2010-06-29,1987
en,influenza,2010-06-30,2055
en,influenza,2010-07-01,2032
en,influenza,2010-07-02,1669
en,influenza,2010-07-03,1253
en,influenza,2010-07-04,1290
en,influenza,2010-07-06,1758
en,influenza,2010-07-11,1550
en,influenza,2010-07-12,1695
en,influenza,2010-07-13,1847
en,influenza,2010-07-14,1700
en,influenza,2010-07-15,1794
en,influenza,2010-07-16,1616
en,influenza,2010-07-17,1439
en,influenza,2010-07-18,1599
en,influenza,2010-07-19,1956
en,influenza,2010-07-20,2103
en,influenza,2010-07-21,1890
en,influenza,2010-07-22,2368
en,influenza,2010-07-23,2471
en,influenza,2010-07-24,1838
en,influenza,2010-07-25,2139
en,influenza,2010-07-26,2815
en,influenza,2010-07-27,2789
en,influenza,2010-07-28,3003
en,influenza,2010-07-29,2778
en,influenza,2010-07-30,2448
en,influenza,2010-07-31,2011
en,influenza,2010-08-01,2311
en,influenza,2010-08-02,3046
en,influenza,2010-08-03,3160
en,influenza,2010-08-04,3136
en,influenza,2010-08-05,3107
en,influenza,2010-08-06,2658
en,influenza,2010-08-07,2168
en,influenza,2010-08-08,2452
en,influenza,2010-08-09,3107
en,influenza,2010-08-10,3421
en,influenza,2010-08-11,3283
en,influenza,2010-08-12,3259
en,influenza,2010-08-13,2839
en,influenza,2010-08-14,2259
en,influenza,2010-08-15,2551
en,influenza,2010-08-16,3498
en,influenza,2010-08-17,3652
en,influenza,2010-08-18,3395
en,influenza,2010-08-19,3316
en,influenza,2010-08-20,2809
en,influenza,2010-08-21,2297
en,influenza,2010-08-22,2905
en,influenza,2010-08-23,3762
en,influenza,2010-08-24,3562
en,influenza,2010-08-25,3853
en,influenza,2010-08-26,3448
en,influenza,2010-08-27,3141
en,influenza,2010-08-28,2188
en,influenza,2010-08-29,2688
en,influenza,2010-08-30,3687
en,influenza,2010-08-31,3927
en,influenza,2010-09-01,3769
en,influenza,2010-09-02,4020
en,influenza,2010-09-03,3240
en,influenza,2010-09-04,2482
en,influenza,2010-09-05,2966
en,influenza,2010-09-06,3713
en,influenza,2010-09-07,4238
en,influenza,2010-09-08,4632
en,influenza,2010-09-09,4179
en,influenza,2010-09-10,3419
en,influenza,2010-09-11,2629
en,influenza,2010-09-12,3377
en,influenza,2010-09-13,4717
en,influenza,2010-09-14,4707
en,influenza,2010-09-15,4764
en,influenza,2010-09-16,4852
en,influenza,2010-09-17,4083
en,influenza,2010-09-18,3007
en,influenza,2010-09-19,3474
en,influenza,2010-09-20,5387
en,influenza,2010-09-21,5460
en,influenza,2010-09-22,5331
en,influenza,2010-09-23,4952
en,influenza,2010-09-24,4108
en,influenza,2010-09-25,3100
en,influenza,2010-09-26,3976
en,influenza,2010-09-27,5650
en,influenza,2010-09-28,5540
en,influenza,2010-09-29,5659
en,influenza,2010-09-30,5007
en,influenza,2010-10-01,4256
en,influenza,2010-10-02,3196
en,influenza,2010-10-03,3828
en,influenza,2010-10-04,5499
en,influenza,2010-10-05,5568
en,influenza,2010-10-06,5481
en,influenza,2010-10-07,5400
en,influenza,2010-10-08,4447
en,influenza,2010-10-09,3158
en,influenza,2010-10-10,3796
en,influenza,2010-10-11,5095
en,influenza,2010-10-12,5684
en,influenza,2010-10-13,5863
en,influenza,2010-10-14,5573
en,influenza,2010-10-15,4704
en,influenza,2010-10-16,3347
en,influenza,2010-10-17,4235
en,influenza,2010-10-18,5656
en,influenza,2010-10-19,5992
en,influenza,2010-10-20,5822
en,influenza,2010-10-21,5257
en,influenza,2010-10-22,4256
en,influenza,2010-10-23,3213
en,influenza,2010-10-24,3692
en,influenza,2010-10-25,5580
en,influenza,2010-10-26,5511
en,influenza,2010-10-27,5540
en,influenza,2010-10-28,5177
en,influenza,2010-10-29,4130
en,influenza,2010-10-30,3001
en,influenza,2010-10-31,3371
en,influenza,2010-11-01,5326
en,influenza,2010-11-02,5594
en,influenza,2010-11-03,5769
en,influenza,2010-11-04,5561
en,influenza,2010-11-05,4638
en,influenza,2010-11-06,3429
en,influenza,2010-11-07,4046
en,influenza,2010-11-08,5819
en,influenza,2010-11-09,6835
en,influenza,2010-11-10,6230
en,influenza,2010-11-11,5255
en,influenza,2010-11-12,4674
en,influenza,2010-11-13,3352
en,influenza,2010-11-14,5105
en,influenza,2010-11-15,6655
en,influenza,2010-11-16,5527
en,influenza,2010-11-17,6211
en,influenza,2010-11-18,5869
en,influenza,2010-11-19,4818
en,influenza,2010-11-20,3413
en,influenza,2010-11-21,4272
en,influenza,2010-11-22,6010
en,influenza,2010-11-23,5924
en,influenza,2010-11-24,5353
en,influenza,2010-11-25,4573
en,influenza,2010-11-26,4084
en,influenza,2010-11-27,3547
en,influenza,2010-11-28,4270
en,influenza,2010-11-29,6466
en,influenza,2010-12-01,7154
en,influenza,2010-12-02,5859
en,influenza,2010-12-03,5024
en,influenza,2010-12-04,3702
en,influenza,2010-12-05,4636
en,influenza,2010-12-06,6452
en,influenza,2010-12-07,6237
en,influenza,2010-12-08,6559
en,influenza,2010-12-09,6484
en,influenza,2010-12-10,5736
en,influenza,2010-12-11,7037
en,influenza,2010-12-12,4973
en,influenza,2010-12-13,6972
en,influenza,2010-12-14,7056
en,influenza,2010-12-15,6987
en,influenza,2010-12-16,6529
en,influenza,2010-12-17,5272
en,influenza,2010-12-18,4551
en,influenza,2010-12-19,5356
en,influenza,2010-12-20,6505
en,influenza,2010-12-21,6926
en,influenza,2010-12-22,6496
en,influenza,2010-12-23,6171
en,influenza,2010-12-24,4399
en,influenza,2010-12-25,3253
en,influenza,2010-12-26,4278
en,influenza,2010-12-27,5916
en,influenza,2010-12-28,6802
en,influenza,2010-12-29,7325
en,influenza,2011-01-01,4686
en,influenza,2011-01-02,5698
en,influenza,2011-01-03,7373
en,influenza,2011-01-04,8387
en,influenza,2011-01-05,9004
en,influenza,2011-01-06,9167
en,influenza,2011-01-07,7368
en,influenza,2011-01-08,5503
en,influenza,2011-01-09,5871
en,influenza,2011-01-10,7820
en,influenza,2011-01-11,8368
en,influenza,2011-01-12,8421
en,influenza,2011-01-13,8542
en,influenza,2011-01-14,7510
en,influenza,2011-01-15,5254
en,influenza,2011-01-16,5694
en,influenza,2011-01-17,7756
en,influenza,2011-01-18,8106
en,influenza,2011-01-19,9172
en,influenza,2011-01-20,8522
en,influenza,2011-01-21,7134
en,influenza,2011-01-22,5089
en,influenza,2011-01-23,5906
en,influenza,2011-01-24,8215
en,influenza,2011-01-25,8329
en,influenza,2011-01-26,7996
en,influenza,2011-01-27,7428
en,influenza,2011-01-28,6559
en,influenza,2011-01-29,4711
en,influenza,2011-01-30,5297
en,influenza,2011-01-31,7545
en,influenza,2011-02-01,8878
en,influenza,2011-02-02,7462
en,influenza,2011-02-03,7448
en,influenza,2011-02-04,6479
en,influenza,2011-02-05,5419
en,influenza,2011-02-06,6369
en,influenza,2011-02-07,7356
en,influenza,2011-02-08,7777
en,influenza,2011-02-09,7833
en,influenza,2011-02-10,7375
en,influenza,2011-02-11,6396
en,influenza,2011-02-12,4498
en,influenza,2011-02-13,5040
en,influenza,2011-02-14,7047
en,influenza,2011-02-15,7621
en,influenza,2011-02-16,7921
en,influenza,2011-02-17,7539
en,influenza,2011-02-18,6712
en,influenza,2011-02-19,4713
en,influenza,2011-02-20,5077
en,influenza,2011-02-21,6702
en,influenza,2011-02-22,7490
en,influenza,2011-02-23,7061
en,influenza,2011-02-24,7012
en,influenza,2011-02-25,5998
en,influenza,2011-02-26,4236
en,influenza,2011-02-27,4770
en,influenza,2011-02-28,6901
en,influenza,2011-03-01,7344
en,influenza,2011-03-02,7446
en,influenza,2011-03-03,7348
en,influenza,2011-03-04,5959
en,influenza,2011-03-05,3943
en,influenza,2011-03-06,5535
en,influenza,2011-03-07,6611
en,influenza,2011-03-08,7348
en,influenza,2011-03-09,7113
en,influenza,2011-03-10,7067
en,influenza,2011-03-11,5549
en,influenza,2011-03-12,3613
en,influenza,2011-03-13,4221
en,influenza,2011-03-14,6093
en,influenza,2011-03-15,6121
en,influenza,2011-03-16,5723
en,influenza,2011-03-17,5502
en,influenza,2011-03-18,4274
en,influenza,2011-03-19,2962
en,influenza,2011-03-20,3493
en,influenza,2011-03-21,4952
en,influenza,2011-03-22,5437
en,influenza,2011-03-23,5344
en,influenza,2011-03-24,5409
en,influenza,2011-03-25,4184
en,influenza,2011-03-26,2870
en,influenza,2011-03-27,3442
en,influenza,2011-03-28,6478
en,influenza,2011-03-29,5839
en,influenza,2011-03-30,5586
en,influenza,2011-03-31,5145
en,influenza,2011-04-01,4470
en,influenza,2011-04-02,3091
en,influenza,2011-04-03,3665
en,influenza,2011-04-04,5304
en,influenza,2011-04-05,5344
en,influenza,2011-04-06,4819
en,influenza,2011-04-07,4655
en,influenza,2011-04-08,3768
en,influenza,2011-04-09,2759
en,influenza,2011-04-10,3171
en,influenza,2011-04-11,4543
en,influenza,2011-04-12,4670
en,influenza,2011-04-13,4696
en,influenza,2011-04-14,4160
en,influenza,2011-04-15,3800
en,influenza,2011-04-16,2586
en,influenza,2011-04-17,2800
en,influenza,2011-04-18,4075
en,influenza,2011-04-19,4066
en,influenza,2011-04-20,3545
en,influenza,2011-04-21,3143
en,influenza,2011-04-22,2401
en,influenza,2011-04-23,2332
en,influenza,2011-04-24,2403
en,influenza,2011-04-25,3463
en,influenza,2011-04-26,4068
en,influenza,2011-04-27,4113
en,influenza,2011-04-28,3878
en,influenza,2011-04-29,3204
en,influenza,2011-04-30,2342
en,influenza,2011-05-01,2674
en,influenza,2011-05-02,4190
en,influenza,2011-05-03,4295
en,influenza,2011-05-04,4263
en,influenza,2011-05-05,4027
en,influenza,2011-05-06,3316
en,influenza,2011-05-07,2434
en,influenza,2011-05-08,2776
en,influenza,2011-05-09,4420
en,influenza,2011-05-10,4171
en,influenza,2011-05-11,4271
en,influenza,2011-05-12,3744
en,influenza,2011-05-13,3189
en,influenza,2011-05-14,2214
en,influenza,2011-05-15,2862
en,influenza,2011-05-16,4108
en,influenza,2011-05-17,4210
en,influenza,2011-05-18,3926
en,influenza,2011-05-19,4178
en,influenza,2011-05-20,3079
en,influenza,2011-05-21,2178
en,influenza,2011-05-22,2827
en,influenza,2011-05-23,3897
en,influenza,2011-05-24,3791
en,influenza,2011-05-25,3911
en,influenza,2011-05-26,3886
en,influenza,2011-05-27,3114
en,influenza,2011-05-28,2171
en,influenza,2011-05-29,2372
en,influenza,2011-05-31,3771
en,influenza,2011-06-01,3769
en,influenza,2011-06-02,3421
en,influenza,2011-06-03,2935
en,influenza,2011-06-04,2229
en,influenza,2011-06-05,2497
en,influenza,2011-06-06,3357
en,influenza,2011-06-07,3274
en,influenza,2011-06-08,3222
en,influenza,2011-06-09,3084
en,influenza,2011-06-10,2760
en,influenza,2011-06-11,1994
en,influenza,2011-06-12,2215
en,influenza,2011-06-13,2923
en,influenza,2011-06-14,2597
en,influenza,2011-06-15,3224
en,influenza,2011-06-16,3052
en,influenza,2011-06-17,2538
en,influenza,2011-06-18,1808
en,influenza,2011-06-19,2321
en,influenza,2011-06-20,3299
en,influenza,2011-06-21,3248
en,influenza,2011-06-22,3211
en,influenza,2011-06-23,2726
en,influenza,2011-06-24,2425
en,influenza,2011-06-25,1741
en,influenza,2011-06-26,1956
en,influenza,2011-06-27,2699
en,influenza,2011-06-28,2758
en,influenza,2011-06-29,2683
en,influenza,2011-06-30,2348
en,influenza,2011-07-01,2073
en,influenza,2011-07-02,1514
en,influenza,2011-07-03,1959
en,influenza,2011-07-04,2569
en,influenza,2011-07-05,2650
en,influenza,2011-07-06,2726
en,influenza,2011-07-07,2483
en,influenza,2011-07-08,2154
en,influenza,2011-07-09,1731
en,influenza,2011-07-10,1940
en,influenza,2011-07-11,2803
en,influenza,2011-07-12,2689
en,influenza,2011-07-13,2473
en,influenza,2011-07-14,2562
en,influenza,2011-07-15,2142
en,influenza,2011-07-16,1786
en,influenza,2011-07-17,1891
en,influenza,2011-07-18,2812
en,influenza,2011-07-19,2870
en,influenza,2011-07-20,2822
en,influenza,2011-07-21,2663
en,influenza,2011-07-22,2353
en,influenza,2011-07-23,1776
en,influenza,2011-07-24,2070
en,influenza,2011-07-25,2943
en,influenza,2011-07-26,2805
en,influenza,2011-07-27,2604
en,influenza,2011-07-28,2503
en,influenza,2011-07-29,2232
en,influenza,2011-07-30,1764
en,influenza,2011-07-31,2220
en,influenza,2011-08-01,2492
en,influenza,2011-08-02,2743
en,influenza,2011-08-03,2822
en,influenza,2011-08-04,2650
en,influenza,2011-08-05,2199
en,influenza,2011-08-06,1705
en,influenza,2011-08-07,2028
en,influenza,2011-08-08,2847
en,influenza,2011-08-09,2592
en,influenza,2011-08-10,2707
en,influenza,2011-08-11,2460
en,influenza,2011-08-12,2089
en,influenza,2011-08-13,1633
en,influenza,2011-08-14,1924
en,influenza,2011-08-15,2388
en,influenza,2011-08-16,2678
en,influenza,2011-08-17,2602
en,influenza,2011-08-18,2317
en,influenza,2011-08-19,2264
en,influenza,2011-08-20,1818
en,influenza,2011-08-21,2508
en,influenza,2011-08-22,2707
en,influenza,2011-08-23,2779
en,influenza,2011-08-24,2789
en,influenza,2011-08-25,2598
en,influenza,2011-08-26,2157
en,influenza,2011-08-27,1740
en,influenza,2011-08-28,1976
en,influenza,2011-08-29,2484
en,influenza,2011-08-30,2767
en,influenza,2011-08-31,2640
en,influenza,2011-09-01,2867
en,influenza,2011-09-02,2384
en,influenza,2011-09-03,1788
en,influenza,2011-09-04,1940
en,influenza,2011-09-05,2599
en,influenza,2011-09-06,2993
en,influenza,2011-09-07,3008
en,influenza,2011-09-08,2986
en,influenza,2011-09-09,2792
en,influenza,2011-09-10,2378
en,influenza,2011-09-11,2565
en,influenza,2011-09-12,3364
en,influenza,2011-09-13,3450
en,influenza,2011-09-14,3502
en,influenza,2011-09-15,3563
en,influenza,2011-09-16,3604
en,influenza,2011-09-17,2517
en,influenza,2011-09-18,2890
en,influenza,2011-09-19,3801
en,influenza,2011-09-20,4297
en,influenza,2011-09-21,3980
en,influenza,2011-09-22,4064
en,influenza,2011-09-23,3604
en,influenza,2011-09-24,3468
en,influenza,2011-09-25,3046
en,influenza,2011-09-26,3847
en,influenza,2011-09-27,3946
en,influenza,2011-09-28,3897
en,influenza,2011-09-29,4108
en,influenza,2011-09-30,4428
en,influenza,2011-10-01,2911
en,influenza,2011-10-02,3383
en,influenza,2011-10-03,5100
en,influenza,2011-10-04,5114
en,influenza,2011-10-05,5223
en,influenza,2011-10-06,4697
en,influenza,2011-10-07,4293
en,influenza,2011-10-08,2144
en,influenza,2011-10-09,3386
en,influenza,2011-10-10,4474
en,influenza,2011-10-11,5012
en,influenza,2011-10-12,5111
en,influenza,2011-10-13,4982
en,influenza,2011-10-14,4227
en,influenza,2011-10-15,2792
en,influenza,2011-10-16,3126
en,influenza,2011-10-17,4856
en,influenza,2011-10-18,5121
en,influenza,2011-10-19,5190
en,influenza,2011-10-20,5570
en,influenza,2011-10-21,5362
en,influenza,2011-10-22,3330
en,influenza,2011-10-23,3957
en,influenza,2011-10-24,5625
en,influenza,2011-10-25,5789
en,influenza,2011-10-26,6662
en,influenza,2011-10-27,6354
en,influenza,2011-10-28,5366
en,influenza,2011-10-29,3999
en,influenza,2011-10-30,4518
en,influenza,2011-10-31,5824
en,influenza,2011-11-01,6202
en,influenza,2011-11-02,6645
en,influenza,2011-11-03,6371
en,influenza,2011-11-04,5494
en,influenza,2011-11-05,4127
en,influenza,2011-11-06,5255
en,influenza,2011-11-07,7035
en,influenza,2011-11-08,7098
en,influenza,2011-11-09,7106
en,influenza,2011-11-10,6418
en,influenza,2011-11-11,5208
en,influenza,2011-11-12,4101
en,influenza,2011-11-13,4608
en,influenza,2011-11-14,6864
en,influenza,2011-11-15,6629
en,influenza,2011-11-16,6419
en,influenza,2011-11-17,6576
en,influenza,2011-11-19,3094
en,influenza,2011-11-20,3636
en,influenza,2011-11-21,5418
en,influenza,2011-11-22,5474
en,influenza,2011-11-23,4775
en,influenza,2011-11-24,4006
en,influenza,2011-11-25,3468
en,influenza,2011-11-26,3171
en,influenza,2011-11-27,4064
en,influenza,2011-11-28,6287
en,influenza,2011-11-29,6112
en,influenza,2011-11-30,5656
en,influenza,2011-12-02,4604
en,influenza,2011-12-03,3241
en,influenza,2011-12-04,3999
en,influenza,2011-12-05,5688
en,influenza,2011-12-06,5954
en,influenza,2011-12-07,5546
en,influenza,2011-12-08,4976
en,influenza,2011-12-09,4416
en,influenza,2011-12-10,3177
en,influenza,2011-12-11,3584
en,influenza,2011-12-12,5340
en,influenza,2011-12-13,5360
en,influenza,2011-12-14,5411
en,influenza,2011-12-15,4833
en,influenza,2011-12-16,3951
en,influenza,2011-12-17,2851
en,influenza,2011-12-18,3126
en,influenza,2011-12-19,4203
en,influenza,2011-12-20,4344
en,influenza,2011-12-21,4197
en,influenza,2011-12-22,3558
en,influenza,2011-12-23,168
en,influenza,2011-12-26,1188
en,influenza,2011-12-27,3905
en,influenza,2011-12-28,3884
en,influenza,2011-12-29,3754
en,influenza,2011-12-30,3726
en,influenza,2011-12-31,3166
en,influenza,2012-01-01,2815
en,influenza,2012-01-02,3930
en,influenza,2012-01-03,5681
en,influenza,2012-01-04,5894
en,influenza,2012-01-05,5712
en,influenza,2012-01-06,9742
en,influenza,2012-01-07,3565
en,influenza,2012-01-08,4121
en,influenza,2012-01-09,5716
en,influenza,2012-01-10,6161
en,influenza,2012-01-11,6174
en,influenza,2012-01-12,6109
en,influenza,2012-01-13,5197
en,influenza,2012-01-14,3416
en,influenza,2012-01-15,4063
en,influenza,2012-01-16,5481
en,influenza,2012-01-17,6229
en,influenza,2012-01-18,6097
en,influenza,2012-01-19,5803
en,influenza,2012-01-20,5115
en,influenza,2012-01-21,3682
en,influenza,2012-01-22,4190
en,influenza,2012-01-23,5748
en,influenza,2012-01-24,6116
en,influenza,2012-01-25,6081
en,influenza,2012-01-26,6357
en,influenza,2012-01-27,5190
en,influenza,2012-01-28,3538
en,influenza,2012-01-29,4274
en,influenza,2012-01-30,6218
en,influenza,2012-01-31,6514
en,influenza,2012-02-01,6600
en,influenza,2012-02-02,6456
en,influenza,2012-02-03,5411
en,influenza,2012-02-04,3633
en,influenza,2012-02-05,4190
en,influenza,2012-02-06,6002
en,influenza,2012-02-07,6413
en,influenza,2012-02-08,6749
en,influenza,2012-02-09,6807
en,influenza,2012-02-10,5826
en,influenza,2012-02-11,3953
en,influenza,2012-02-12,4378
en,influenza,2012-02-13,6824
en,influenza,2012-02-14,6537
en,influenza,2012-02-15,6621
en,influenza,2012-02-16,7004
en,influenza,2012-02-17,6486
en,influenza,2012-02-18,4362
en,influenza,2012-02-19,4840
en,influenza,2012-02-20,6638
en,influenza,2012-02-21,8203
en,influenza,2012-02-22,7388
en,influenza,2012-02-23,6946
en,influenza,2012-02-24,6358
en,influenza,2012-02-25,4405
en,influenza,2012-02-26,4887
en,influenza,2012-02-27,7382
en,influenza,2012-02-28,8502
en,influenza,2012-02-29,7650
en,influenza,2012-03-01,6881
en,influenza,2012-03-02,5923
en,influenza,2012-03-03,4256
en,influenza,2012-03-04,4960
en,influenza,2012-03-05,6763
en,influenza,2012-03-06,7290
en,influenza,2012-03-07,7424
en,influenza,2012-03-08,6742
en,influenza,2012-03-09,5762
en,influenza,2012-03-10,4061
en,influenza,2012-03-11,4368
en,influenza,2012-03-12,5779
en,influenza,2012-03-13,6203
en,influenza,2012-03-14,5941
en,influenza,2012-03-15,5533
en,influenza,2012-03-16,4774
en,influenza,2012-03-17,3090
en,influenza,2012-03-18,3494
en,influenza,2012-03-19,5506
en,influenza,2012-03-20,5720
en,influenza,2012-03-21,5276
en,influenza,2012-03-22,4846
en,influenza,2012-03-23,4099
en,influenza,2012-03-24,2736
en,influenza,2012-03-25,3360
en,influenza,2012-03-26,5249
en,influenza,2012-03-27,5025
en,influenza,2012-03-28,4911
en,influenza,2012-03-29,4723
en,influenza,2012-03-30,3813
en,influenza,2012-03-31,2606
en,influenza,2012-04-01,2937
en,influenza,2012-04-02,4503
en,influenza,2012-04-03,4573
en,influenza,2012-04-04,4169
en,influenza,2012-04-05,3795
en,influenza,2012-04-06,2958
en,influenza,2012-04-07,2494
en,influenza,2012-04-08,2709
en,influenza,2012-04-09,4098
en,influenza,2012-04-10,4492
en,influenza,2012-04-11,4507
en,influenza,2012-04-12,4083
en,influenza,2012-04-13,3748
en,influenza,2012-04-14,2707
en,influenza,2012-04-15,3040
en,influenza,2012-04-16,4484
en,influenza,2012-04-17,5144
en,influenza,2012-04-18,4880
en,influenza,2012-04-19,4471
en,influenza,2012-04-20,3734
en,influenza,2012-04-21,2795
en,influenza,2012-04-22,3143
en,influenza,2012-04-23,4806
en,influenza,2012-04-24,4931
en,influenza,2012-04-25,4892
en,influenza,2012-04-26,4748
en,influenza,2012-04-27,3952
en,influenza,2012-04-28,2928
en,influenza,2012-04-29,3208
en,influenza,2012-04-30,4883
en,influenza,2012-05-01,4974
en,influenza,2012-05-02,4915
en,influenza,2012-05-03,4892
en,influenza,2012-05-04,3903
en,influenza,2012-05-05,2892
en,influenza,2012-05-06,3246
en,influenza,2012-05-07,4780
en,influenza,2012-05-08,4890
en,influenza,2012-05-09,4705
en,influenza,2012-05-10,4694
en,influenza,2012-05-11,3806
en,influenza,2012-05-12,2522
en,influenza,2012-05-13,2845
en,influenza,2012-05-14,4565
en,influenza,2012-05-15,4368
en,influenza,2012-05-16,4416
en,influenza,2012-05-17,4318
en,influenza,2012-05-18,3573
en,influenza,2012-05-19,2365
en,influenza,2012-05-20,2882
en,influenza,2012-05-21,4088
en,influenza,2012-05-22,4391
en,influenza,2012-05-23,4422
en,influenza,2012-05-24,4489
en,influenza,2012-05-25,3640
en,influenza,2012-05-26,2635
en,influenza,2012-05-27,2700
en,influenza,2012-05-28,3536
en,influenza,2012-05-29,4154
en,influenza,2012-05-30,4106
en,influenza,2012-05-31,4002
en,influenza,2012-06-01,3251
en,influenza,2012-06-02,2460
en,influenza,2012-06-03,2765
en,influenza,2012-06-05,4101
en,influenza,2012-06-06,3957
en,influenza,2012-06-07,3596
en,influenza,2012-06-08,3034
en,influenza,2012-06-09,2455
en,influenza,2012-06-10,2977
en,influenza,2012-06-11,3597
en,influenza,2012-06-12,3961
en,influenza,2012-06-13,3780
en,influenza,2012-06-14,3646
en,influenza,2012-06-15,3037
en,influenza,2012-06-16,2516
en,influenza,2012-06-17,2624
en,influenza,2012-06-18,3731
en,influenza,2012-06-19,3685
en,influenza,2012-06-20,3594
en,influenza,2012-06-21,3483
en,influenza,2012-06-22,3883
en,influenza,2012-06-23,2724
en,influenza,2012-06-24,2604
en,influenza,2012-06-25,3440
en,influenza,2012-06-26,3663
en,influenza,2012-06-27,3707
en,influenza,2012-06-28,3412
en,influenza,2012-06-29,2738
en,influenza,2012-06-30,2180
en,influenza,2012-07-01,2505
en,influenza,2012-07-03,3246
en,influenza,2012-07-04,3163
en,influenza,2012-07-05,3058
en,influenza,2012-07-06,3139
en,influenza,2012-07-07,2237
en,influenza,2012-07-08,2510
en,influenza,2012-07-09,3379
en,influenza,2012-07-10,3433
en,influenza,2012-07-11,4080
en,influenza,2012-07-12,4225
en,influenza,2012-07-13,2851
en,influenza,2012-07-14,2285
en,influenza,2012-07-16,15155
en,influenza,2012-07-17,3492
en,influenza,2012-07-18,3458
en,influenza,2012-07-19,3313
en,influenza,2012-07-20,2813
en,influenza,2012-07-21,2280
en,influenza,2012-07-22,2715
en,influenza,2012-07-23,3482
en,influenza,2012-07-24,3685
en,influenza,2012-07-25,3821
en,influenza,2012-07-26,3426
en,influenza,2012-07-27,2893
en,influenza,2012-07-28,2277
en,influenza,2012-07-29,2565
en,influenza,2012-07-30,3355
en,influenza,2012-07-31,3976
en,influenza,2012-08-01,3671
en,influenza,2012-08-02,3219
en,influenza,2012-08-03,2818
en,influenza,2012-08-04,2317
en,influenza,2012-08-05,2758
en,influenza,2012-08-06,3197
en,influenza,2012-08-07,3295
en,influenza,2012-08-08,3193
en,influenza,2012-08-09,3271
en,influenza,2012-08-10,2900
en,influenza,2012-08-11,2172
en,influenza,2012-08-12,2467
en,influenza,2012-08-13,3325
en,influenza,2012-08-14,3482
en,influenza,2012-08-15,3401
en,influenza,2012-08-16,3091
en,influenza,2012-08-17,2981
en,influenza,2012-08-18,2242
en,influenza,2012-08-19,2342
en,influenza,2012-08-20,3272
en,influenza,2012-08-21,3502
en,influenza,2012-08-22,3686
en,influenza,2012-08-23,3577
en,influenza,2012-08-24,3152
en,influenza,2012-08-25,2231
en,influenza,2012-08-26,2822
en,influenza,2012-08-27,4140
en,influenza,2012-08-28,3862
en,influenza,2012-08-29,3981
en,influenza,2012-08-30,3837
en,influenza,2012-08-31,3149
en,influenza,2012-09-01,2659
en,influenza,2012-09-02,2881
en,influenza,2012-09-03,3677
en,influenza,2012-09-04,4216
en,influenza,2012-09-05,4468
en,influenza,2012-09-06,4341
en,influenza,2012-09-07,3542
en,influenza,2012-09-08,2806
en,influenza,2012-09-09,3484
en,influenza,2012-09-10,4770
en,influenza,2012-09-11,5095
en,influenza,2012-09-12,5087
en,influenza,2012-09-13,4791
en,influenza,2012-09-14,3942
en,influenza,2012-09-15,2991
en,influenza,2012-09-16,3697
en,influenza,2012-09-17,5249
en,influenza,2012-09-18,5245
en,influenza,2012-09-19,5433
en,influenza,2012-09-20,5080
en,influenza,2012-09-21,4415
en,influenza,2012-09-22,3220
en,influenza,2012-09-23,3950
en,influenza,2012-09-24,5721
en,influenza,2012-09-25,6068
en,influenza,2012-09-26,5889
en,influenza,2012-09-27,5429
en,influenza,2012-09-28,4922
en,influenza,2012-09-29,3721
en,influenza,2012-09-30,4578
en,influenza,2012-10-01,5855
en,influenza,2012-10-02,5971
en,influenza,2012-10-03,11654
en,influenza,2012-10-04,5513
en,influenza,2012-10-05,4628
en,influenza,2012-10-06,3396
en,influenza,2012-10-07,4131
en,influenza,2012-10-08,5493
en,influenza,2012-10-09,6228
en,influenza,2012-10-10,6296
en,influenza,2012-10-11,5463
en,influenza,2012-10-12,4482
en,influenza,2012-10-13,3507
en,influenza,2012-10-14,4392
en,influenza,2012-10-15,6130
en,influenza,2012-10-16,6502
en,influenza,2012-10-17,6487
en,influenza,2012-10-18,6053
en,influenza,2012-10-19,5274
en,influenza,2012-10-20,3705
en,influenza,2012-10-21,4930
en,influenza,2012-10-22,6283
en,influenza,2012-10-23,6150
en,influenza,2012-10-24,6078
en,influenza,2012-10-25,5520
en,influenza,2012-10-26,4862
en,influenza,2012-10-27,3405
en,influenza,2012-10-28,3859
en,influenza,2012-10-29,5531
en,influenza,2012-10-30,5983
en,influenza,2012-10-31,5696
en,influenza,2012-11-01,5381
en,influenza,2012-11-02,4773
